Code,Title
Ss_40_10,Signage systems
Ss_40_10_20,Direction signage systems
Ss_40_10_20_70,Route marker signage systems
Ss_40_10_20_96,Wayfinding signage systems
Ss_40_10_25,External signage and interpretation systems
Ss_40_10_25_25,Electrical external signage systems
Ss_40_10_25_30,Fixed external signage systems
Ss_40_10_25_32,Free-standing external architectural signage systems
Ss_40_10_30,Fire and safety signage systems
Ss_40_10_30_20,Emergency 'do not enter' signage systems
Ss_40_10_30_25,Evacuation and safe condition signage systems
Ss_40_10_30_27,Evacuation and safety way guidance systems
Ss_40_10_30_30,Fire signage systems
Ss_40_10_30_36,Hazard signage systems
Ss_40_10_30_70,Regulatory signage systems
Ss_40_10_30_75,Safety signage systems
Ss_40_10_30_93,Warning signage systems
Ss_40_10_30_95,Water safety signage systems
Ss_40_10_35,Identification signage systems
Ss_40_10_35_10,Building signage systems
Ss_40_10_35_70,Room signage systems
Ss_40_10_35_80,Spaces signage systems
Ss_40_10_40,Internal architectural signage systems
Ss_40_10_40_25,Electrical internal architectural signage systems
Ss_40_10_40_30,Fixed internal architectural signage systems
Ss_40_10_40_32,Free-standing internal architectural signage systems
Ss_40_10_50,Information signage systems
Ss_40_10_50_03,Advertising signage systems
Ss_40_10_50_05,Advisory signage systems
Ss_40_10_50_22,Descriptive signage systems
Ss_40_10_50_24,Directory signage systems
Ss_40_10_50_42,Interpretive signage systems
Ss_40_10_90,Traffic signage and marking systems
Ss_40_10_90_03,Air traffic signage systems
Ss_40_10_90_18,Crossing road marking systems
Ss_40_10_90_20,Cycle traffic signage systems
Ss_40_10_90_23,Diagrammatic road marking systems
Ss_40_10_90_36,Hatched road marking systems
Ss_40_10_90_50,Marine traffic signage systems
Ss_40_10_90_70,Rail traffic signage systems
Ss_40_10_90_72,Road traffic signage systems
Ss_40_15,"General fittings, furnishings and equipment (FF&E) systems"
Ss_40_15_25,Catering FF&E systems
Ss_40_15_25_15,Commercial catering FF&E systems
Ss_40_15_25_20,Domestic catering FF&E systems
Ss_40_15_35,General FF&E systems
Ss_40_15_35_19,Curtain and blind systems
Ss_40_15_35_29,Fireplace furniture systems
Ss_40_15_35_31,Free-standing furniture systems
Ss_40_15_35_35,General fixtures systems
Ss_40_15_35_80,"Shelving, storage and enclosures systems"
Ss_40_15_44,Joinery FF&E systems
Ss_40_15_44_50,Minor joinery systems
Ss_40_15_44_90,"Trims, guards and finishing systems"
Ss_40_15_46,Laundry FF&E systems
Ss_40_15_46_15,Commercial laundry FF&E systems
Ss_40_15_46_20,Domestic laundry FF&E systems
Ss_40_15_58,Office equipment systems
Ss_40_15_58_50,Meeting booth systems
Ss_40_15_75,Sanitary appliance systems
Ss_40_15_75_02,Accessible WC package systems
Ss_40_15_75_05,Bath systems
Ss_40_15_75_10,Bidet systems
Ss_40_15_75_20,Disposal unit (slop hopper) systems
Ss_40_15_75_25,Drinking fountain systems
Ss_40_15_75_35,Health care macerator systems
Ss_40_15_75_45,Janitorial unit systems
Ss_40_15_75_75,Sanitary accessory systems
Ss_40_15_75_77,Scrub-up trough systems
Ss_40_15_75_78,Shower area systems
Ss_40_15_75_79,Shower cubicle systems
Ss_40_15_75_80,Sink systems
Ss_40_15_75_83,Squatting WC systems
Ss_40_15_75_91,Urinal systems
Ss_40_15_75_92,Washbasin systems
Ss_40_15_75_93,Wash fountain systems
Ss_40_15_75_94,Wash trough systems
Ss_40_15_75_95,Waterless toilet systems
Ss_40_15_75_96,WC and washbasin combination systems
Ss_40_15_75_97,WC systems
Ss_40_15_75_98,WC wash and dry combination systems
Ss_40_15_77,Sauna FF&E systems
Ss_40_15_77_76,Sauna package systems
Ss_40_15_85,Steam bath FF&E systems
Ss_40_15_85_85,Steam bath package systems
Ss_40_20,"Administrative, commercial and protective service FF&E systems"
Ss_40_20_01,Administrative FF&E systems
Ss_40_20_01_60,Office FF&E systems
Ss_40_20_01_71,Reception FF&E systems
Ss_40_20_15,Commercial FF&E systems
Ss_40_20_15_71,Retail FF&E systems
Ss_40_20_15_89,Trading floor FF&E systems
Ss_40_20_30,External public realm FF&E systems
Ss_40_20_30_01,Acceptance and dispensing systems
Ss_40_20_30_28,External furniture systems
Ss_40_20_30_30,Fixed bin systems
Ss_40_20_30_65,Playground equipment systems
Ss_40_20_65,Protective service FF&E systems
Ss_40_20_65_22,Detention FF&E systems
Ss_40_20_65_25,Emergency shelter FF&E systems
Ss_40_20_65_46,Law court FF&E systems
Ss_40_25,"Cultural, educational, scientific and information FF&E systems"
Ss_40_25_20,Cultural FF&E systems
Ss_40_25_20_02,Aquarium FF&E systems
Ss_40_25_20_03,Art gallery FF&E systems
Ss_40_25_20_04,Artwork systems
Ss_40_25_20_05,Auditorium FF&E systems
Ss_40_25_20_22,Display FF&E systems
Ss_40_25_20_28,Exhibition FF&E systems
Ss_40_25_20_85,Studio FF&E systems
Ss_40_25_20_90,Theatre FF&E systems
Ss_40_25_26,Education and information FF&E systems
Ss_40_25_26_15,Classroom FF&E systems
Ss_40_25_26_47,Library FF&E systems
Ss_40_25_32,Funerary FF&E systems
Ss_40_25_32_12,Cemetery equipment systems
Ss_40_25_71,Religious FF&E systems
Ss_40_25_71_11,"Cathedral, church and chapel FF&E systems"
Ss_40_25_71_52,Mosque FF&E systems
Ss_40_25_71_86,Synagogue FF&E systems
Ss_40_25_71_90,Temple FF&E systems
Ss_40_25_75,Scientific FF&E systems
Ss_40_25_75_21,Dark room FF&E systems
Ss_40_25_75_45,Laboratory FF&E systems
Ss_40_25_75_58,Observatory FF&E systems
Ss_40_25_80,Stage FF&E systems
Ss_40_25_80_90,Tension wire grid systems
Ss_40_30,Industrial and agricultural FF&E systems
Ss_40_30_02,Agricultural FF&E systems
Ss_40_30_02_37,Horticultural FF&E systems
Ss_40_30_02_47,Livestock FF&E systems
Ss_40_30_42,Industrial FF&E systems
Ss_40_30_42_29,Factory FF&E systems
Ss_40_30_42_52,Mine FF&E systems
Ss_40_30_42_58,Offshore platform FF&E systems
Ss_40_30_42_96,Warehouse FF&E systems
Ss_40_30_85,Static permanent access and safety equipment systems
Ss_40_30_85_55,Netting systems
Ss_40_45,Living space FF&E systems
Ss_40_45_37,Hotel living space FF&E systems
Ss_40_45_37_28,External FF&E systems
Ss_40_45_37_36,Hotel bedroom FF&E systems
Ss_40_45_37_38,Hotel dining room FF&E systems
Ss_40_45_37_45,Kitchen FF&E systems
Ss_40_45_37_47,Lounge FF&E systems
Ss_40_45_70,Residential living space FF&E systems
Ss_40_45_70_07,Bedroom FF&E systems
Ss_40_45_70_22,Dining room FF&E systems
Ss_40_45_70_24,Domestic kitchen FF&E systems
Ss_40_45_70_33,Garden FF&E systems
Ss_40_45_70_47,Living room FF&E systems
Ss_40_50,"Medical, health and welfare FF&E systems"
Ss_40_50_50,Medical and health FF&E systems
Ss_40_50_50_18,Crèche FF&E systems
Ss_40_50_50_37,Hospital ward FF&E systems
Ss_40_50_50_50,Medical and dental surgery FF&E systems
Ss_40_50_50_59,Operating theatre FF&E systems
Ss_40_50_96,Welfare FF&E systems
Ss_40_50_96_04,Animal welfare FF&E systems
Ss_40_50_96_71,Rehabilitation FF&E systems
Ss_40_70,Recreational FF&E systems
Ss_40_70_20,Casino FF&E systems
Ss_40_70_55,Play FF&E systems
Ss_40_70_55_10,Climbing equipment systems
Ss_40_70_55_15,Combination play equipment systems
Ss_40_70_55_35,Gymnastics and exercising equipment systems
Ss_40_70_55_70,Rocking equipment systems
Ss_40_70_55_73,Runway equipment systems
Ss_40_70_55_75,Sand and water play equipment systems
Ss_40_70_55_80,Slide equipment systems
Ss_40_70_55_83,Spinning equipment systems
Ss_40_70_55_85,Swinging equipment systems
Ss_40_70_60,Pool FF&E systems
Ss_40_70_60_15,Competitive swimming pool FF&E systems
Ss_40_70_60_25,Diving pool FF&E systems
Ss_40_70_60_45,Leisure swimming pool FF&E systems
Ss_40_70_60_62,Pool transfer aid equipment systems
Ss_40_70_65,Public house FF&E systems
Ss_40_70_70,Restaurant FF&E systems
Ss_40_70_75,Sports FF&E systems
Ss_40_70_75_05,Ball court FF&E systems
Ss_40_70_75_20,Cycle course FF&E systems
Ss_40_70_75_27,Equestrian equipment systems
Ss_40_70_75_50,Multi-use games area FF&E systems
Ss_40_70_75_80,Skate park FF&E systems
Ss_40_70_75_85,Sports pitch FF&E systems
Ss_40_70_75_90,Trim trail FF&E systems
Ss_40_70_80,Stadium FF&E systems
Ss_40_70_95,"Wildlife, eco site and nature conservation FF&E systems"
Ss_40_85,Transport FF&E systems
Ss_40_85_01,Aerospace FF&E systems
Ss_40_85_01_01,Aircraft fire training simulation systems
Ss_40_85_11,Cable transport FF&E systems
Ss_40_85_50,Marine and waterway FF&E systems
Ss_40_85_50_95,Waterside FF&E systems
Ss_40_85_70,Rail FF&E systems
Ss_40_85_70_60,Passenger concourse FF&E systems
Ss_40_85_72,Road FF&E systems
Ss_40_85_72_11,Car park equipment systems
Ss_40_85_72_20,Cycle parking equipment systems
Ss_40_85_72_33,Garage FF&E systems
Ss_40_85_75,Rolling stock depot systems
Ss_40_85_75_07,Bogie handling systems
Ss_40_85_75_15,Controlled emission toilet (CET) systems
Ss_40_85_75_24,Drop systems
Ss_40_85_75_65,Press systems
Ss_40_85_75_70,Rail lifting systems
Ss_40_85_75_75,Sand feeding systems
Ss_40_85_75_97,Wheel lathe systems
Ss_40_90,General finishing systems
Ss_40_90_05,Anodizing systems
Ss_40_90_05_05,Aluminium anodic coating systems
Ss_40_90_35,Galvanizing systems
Ss_40_90_35_26,Electroplated galvanizing systems
Ss_40_90_35_35,Hot-dip galvanizing systems
Ss_40_90_40,Intumescent systems
Ss_40_90_40_40,Intumescent casting systems
Ss_40_90_40_42,Intumescent coating systems
Ss_40_90_60,Painting and clear finishing systems
Ss_40_90_60_05,Anti-graffiti coating systems
Ss_40_90_60_20,Decorative varnish or lacquer systems
Ss_40_90_60_22,Decorative wood stain or dye systems
Ss_40_90_60_55,Multicolour coating systems
Ss_40_90_60_60,Oil gilding systems
Ss_40_90_60_65,Plastic texture coating systems
Ss_40_90_60_80,Solvent-borne paint systems
Ss_40_90_60_85,Special coating systems
Ss_40_90_60_94,Water-based anti-corrosion systems
Ss_40_90_60_95,Waterborne paint systems
Ss_40_90_65,Powder-coating systems
Ss_40_90_65_05,Powder-coating for aluminium systems
Ss_40_90_65_85,Powder-coating for steel systems
Ss_40_90_95,Wood preservative and fire retardant treatment systems
Ss_40_90_95_30,Fire retardant treatment systems
Ss_40_90_95_65,Preservative treatment systems
Ss_40_95,Temporary signage and FF&E systems
Ss_45,Flora and fauna systems
Ss_45_05,Ecosystems
Ss_45_10,Flora and fauna control systems
Ss_45_10_10,"Bird, insect and vermin control systems"
Ss_45_10_10_04,Animal control systems
Ss_45_10_10_10,Bird control systems
Ss_45_10_10_14,Chemical termite protection systems
Ss_45_10_10_40,Insect control systems
Ss_45_10_10_64,Physical termite protection systems
Ss_45_10_10_72,Rodent control systems
Ss_45_10_40,Invasive microbial and invertebrate control systems
Ss_45_10_40_40,Invertebrate control systems
Ss_45_10_40_50,Microbial control systems
Ss_45_10_95,Vegetation control systems
Ss_45_10_95_50,"Moss, algae and lichen control systems"
Ss_45_10_95_72,Rooted plants on hard surfaces control systems
Ss_45_10_95_80,Selective vegetation control systems
Ss_45_10_95_81,Self-clinging plants on hard surfaces control systems
Ss_45_10_95_83,Site vegetation control systems
Ss_45_10_95_95,Waterborne vegetation control systems
Ss_45_30,Aquatic flora systems
Ss_45_30_05,Aquatic and wetland planting systems
Ss_45_30_05_05,Aquatic planting systems
Ss_45_30_05_50,Marginal planting systems
Ss_45_30_05_70,Reedbed planting systems
Ss_45_30_40,Hydroponic planting systems
Ss_45_35,Ground-based flora systems
Ss_45_35_05,Amenity and ornamental planting systems
Ss_45_35_05_08,"Bed-planted annual, perennial and bulb systems"
Ss_45_35_05_35,Grass-planted bulb and wildflower systems
Ss_45_35_05_37,Grass-planted small tree and shrub systems
Ss_45_35_05_42,Long-stem-planted small tree and shrub systems
Ss_45_35_05_62,Pit-planted climber systems
Ss_45_35_05_64,Pit-planted perennial systems
Ss_45_35_05_66,Pit-planted large tree systems
Ss_45_35_05_67,Pit-planted small tree and shrub systems
Ss_45_35_08,Biodiversity and environmental conservation systems
Ss_45_35_08_29,Flora species introduction systems
Ss_45_35_08_30,Flora species protection systems
Ss_45_35_08_35,Habitat creation systems
Ss_45_35_08_37,Habitat management and enhancement systems
Ss_45_35_08_38,Habitat protection systems
Ss_45_35_30,"Forestry, biomass, hedging and roadside planting systems"
Ss_45_35_30_40,Hydraulic seeded tree and shrub systems
Ss_45_35_30_55,Notch-planted tree and shrub systems
Ss_45_35_30_62,Pit-planted tree and shrub systems
Ss_45_35_30_72,Ridge and furrow-planted tree and shrub systems
Ss_45_35_30_75,Seeded tree and shrub systems
Ss_45_35_30_90,Trench-planted tree and shrub systems
Ss_45_35_45,Lawn and meadow planting systems
Ss_45_35_45_33,Grass and wildflower seeding systems
Ss_45_35_45_35,Grass seeding systems
Ss_45_35_45_40,Hydraulic seeding systems
Ss_45_35_45_62,Plastics paving and turf systems
Ss_45_35_45_65,Pre-seeded mat systems
Ss_45_35_45_70,Reinforced grass planting systems
Ss_45_35_45_90,Turf planting systems
Ss_45_40,Artificially supported flora systems
Ss_45_40_28,External container planting systems
Ss_45_40_28_25,External planter systems
Ss_45_40_28_32,Free-standing external container planting systems
Ss_45_40_28_35,Hanging container planting systems
Ss_45_40_28_85,External planting systems
Ss_45_40_40,Internal container planting systems
Ss_45_40_40_32,Free-standing internal container planting systems
Ss_45_40_40_34,Ground level internal container planting systems
Ss_45_40_40_41,Internal hanging container planting systems
Ss_45_40_40_42,Internal planter systems
Ss_45_40_47,Living roof systems
Ss_45_40_47_09,Brown roof systems
Ss_45_40_47_28,Extensive green roof systems
Ss_45_40_47_40,Intensive green roof systems
Ss_45_40_47_75,Semi-intensive green roof systems
Ss_45_40_95,Vertical planting systems
Ss_45_40_95_08,Biofiltration vertical planting systems
Ss_45_40_95_52,Membranous vertical planting systems
Ss_45_40_95_54,Modular unit vertical planting systems
Ss_45_50,Artificial flora systems
Ss_45_50_05,Artificial planting systems
Ss_45_50_05_40,Internal artificial planting systems
Ss_45_55,Land fauna systems
Ss_45_55_05,Animal conservation systems
Ss_45_55_05_29,Animal species introduction systems
Ss_45_55_05_30,Animal species protection systems
Ss_45_55_10,Avian fauna systems
Ss_45_55_27,Animal crossing systems
Ss_45_55_27_02,Amphibian tunnel systems
Ss_45_55_27_04,Animal resting post systems
Ss_45_55_27_06,Animal underpass systems
Ss_45_55_27_11,Canopy bridge systems
Ss_45_55_27_13,Cattle creep systems
Ss_45_55_27_18,Crab bridge systems
Ss_45_55_27_34,Green bridge systems
Ss_45_55_27_59,Overhead rope crossing systems
Ss_45_55_40,Insectile fauna systems
Ss_45_55_50,Mammalian fauna systems
Ss_45_55_70,Reptilian fauna systems
Ss_45_75,Piscine fauna systems
Ss_45_75_05,Baffle fish pass systems
Ss_45_75_05_03,Alaskan A baffle fish pass systems
Ss_45_75_05_13,Chevron bottom baffle fish pass systems
Ss_45_75_05_35,Hurn-type baffle fish pass systems
Ss_45_75_05_46,Larinier super-active baffle fish pass systems
Ss_45_75_05_63,Plane baffle Denil fish pass systems
Ss_45_75_08,Brush and bristle fish pass systems
Ss_45_75_08_13,Combined baffle-brush fish pass systems
Ss_45_75_08_16,Cylindrical bristle cluster brush fish pass systems
Ss_45_75_08_35,Hassinger brush-furnished fish pass systems
Ss_45_75_20,Culvert fish pass systems
Ss_45_75_20_13,Corner baffle pipe culvert fish pass systems
Ss_45_75_20_16,Culvert brush fish pass systems
Ss_45_75_20_26,Embedded blockstone culvert fish pass systems
Ss_45_75_20_35,Horizontal slotted baffle culvert fish pass systems
Ss_45_75_20_55,Notch baffle pipe culvert fish pass systems
Ss_45_75_20_59,Offset baffle culvert fish pass systems
Ss_45_75_20_82,Spoiler baffle culvert fish pass systems
Ss_45_75_20_88,Triangular-crested baffle culvert fish pass systems
Ss_45_75_20_95,Weir baffle culvert fish pass systems
Ss_45_75_25,Fish deterrent systems
Ss_45_75_25_05,Fish barrier systems
Ss_45_75_25_35,Fish guidance systems
Ss_45_75_26,Elevator fish pass systems
Ss_45_75_26_10,Borland lift fish pass systems
Ss_45_75_26_30,Fish lock fish pass systems
Ss_45_75_26_80,Siphon fish pass systems
Ss_45_75_26_94,Venturi pump fish pass systems
Ss_45_75_30,Flap gate and sluice fish pass systems
Ss_45_75_30_04,Automated gate fish pass systems
Ss_45_75_30_15,Counter-balanced gate fish pass systems
Ss_45_75_30_20,Damper and retarder fish pass systems
Ss_45_75_30_24,Duckbill valve fish pass systems
Ss_45_75_30_62,Petflap fish pass systems
Ss_45_75_30_76,Self-regulating gate fish pass systems
Ss_45_75_30_79,Side-hung gate fish pass systems
Ss_45_75_34,Gravity eel pass systems
Ss_45_75_44,Lamprey pass systems
Ss_45_75_55,Nature-like fish pass systems
Ss_45_75_55_10,Bypass channel fish pass systems
Ss_45_75_55_15,Column bypass fish pass systems
Ss_45_75_55_72,Rock ramp fish pass systems
Ss_45_75_55_85,Sweep fish pass systems
Ss_45_75_60,Pool fish pass systems
Ss_45_75_60_21,Deep notch and orifice pool fish pass systems
Ss_45_75_60_23,Deep notch no-orifice pool fish pass systems
Ss_45_75_60_40,Informal pool fish pass systems
Ss_45_75_60_65,Pool and orifice fish pass systems
Ss_45_75_60_67,Pool and traverse fish pass systems
Ss_45_75_60_69,Pre-barrage fish pass systems
Ss_45_75_60_77,Shallow ‘V’ notch pool fish pass systems
Ss_45_75_60_94,Vertical slot pool fish pass systems
Ss_45_75_67,Pumped eel pass systems
Ss_45_75_85,Simple fish pass systems
Ss_45_75_85_10,Baulk fish pass systems
Ss_45_75_85_55,Notch fish pass systems
Ss_45_75_85_59,Orifice fish pass systems
Ss_45_75_85_69,Pre-obstacle bed modification fish pass systems
Ss_45_75_85_88,Slot fish pass systems
Ss_45_85,Artificial fauna systems
Ss_45_85_05,Artificial fauna habitat systems
Ss_45_85_05_56,Artificial nesting platform systems
Ss_45_85_05_70,Artificial reef systems
Ss_50,Disposal systems
Ss_50_10,Gas waste collection and distribution systems
Ss_50_10_45,Landfill gas collection and distribution systems
Ss_50_10_95,Waste gas collection and distribution systems
Ss_50_20,Non-aqueous liquid waste collection and distribution systems
Ss_50_20_45,Landfill liquid collection and distribution systems
Ss_50_20_90,Waste liquid fuel collection and distribution systems
Ss_50_20_95,Waste process liquid collection and distribution systems
Ss_50_30,Above-ground drainage collection systems
Ss_50_30_02,Rainwater drainage systems
Ss_50_30_02_28,External gravity rainwater drainage systems
Ss_50_30_02_40,Internal gravity rainwater drainage systems
Ss_50_30_02_65,Pressure-assisted full bore rainwater drainage systems
Ss_50_30_02_80,Siphonic full bore rainwater drainage systems
Ss_50_30_04,Above-ground wastewater drainage systems
Ss_50_30_04_05,Basement wastewater drainage systems
Ss_50_30_04_15,Commercial catering wastewater drainage systems
Ss_50_30_04_95,Above-ground external stack wastewater drainage systems
Ss_50_30_04_97,Above-ground internal stack wastewater drainage systems
Ss_50_35,Surface and wastewater drainage collection systems
Ss_50_35_06,Below-ground inspection systems
Ss_50_35_06_06,Brick manhole systems
Ss_50_35_06_08,Brick shallow inspection chamber systems
Ss_50_35_06_10,Brick shallow silt trap and flow control chamber systems
Ss_50_35_06_12,Concrete deep manhole systems
Ss_50_35_06_14,Concrete manhole systems
Ss_50_35_06_16,Concrete shallow inspection chamber systems
Ss_50_35_06_18,Concrete silt trap and flow control chamber systems
Ss_50_35_06_62,Plastics deep non-entry inspection chamber systems
Ss_50_35_06_64,Plastics distribution and sampling chamber systems
Ss_50_35_06_66,Plastics shallow inspection chamber systems
Ss_50_35_08,Below-ground gravity drainage systems
Ss_50_35_08_15,Combined below-ground drainage pipeline systems
Ss_50_35_08_16,Combined sewer overflow systems
Ss_50_35_08_30,Foul wastewater below-ground drainage pipeline systems
Ss_50_35_08_85,Surface water below-ground drainage pipeline systems
Ss_50_35_10,Below-ground pumped drainage systems
Ss_50_35_10_06,Below-ground package pumping station and pressure pipeline drainage systems
Ss_50_35_10_08,Below-ground pressure pipeline drainage systems
Ss_50_35_10_10,Below-ground pumping station drainage systems
Ss_50_35_45,Land drainage systems
Ss_50_35_45_08,Blanket drain land drainage systems
Ss_50_35_45_20,Culvert land drainage systems
Ss_50_35_45_30,Filter drain land drainage systems
Ss_50_35_45_32,Fin drain land drainage systems
Ss_50_35_45_53,Mole and subsoiling drain land drainage systems
Ss_50_35_45_75,Slitting and grooving drain land drainage systems
Ss_50_35_45_85,Subsoil drainage pipe drain systems
Ss_50_35_45_90,Trenchless drain land drainage systems
Ss_50_35_65,Pressure relief drainage systems
Ss_50_35_65_08,Blanket drain pressure relief systems
Ss_50_35_65_30,Filter drain pressure relief systems
Ss_50_35_65_35,Geocomposite sheet fin drain pressure relief systems
Ss_50_35_80,Storm water gravity drainage systems
Ss_50_35_80_10,Bifurcation storm water overflow systems
Ss_50_35_80_72,Rigid attenuation or storage tank for storm water flood attenuation systems
Ss_50_35_82,Surface and wastewater gravity drainage systems
Ss_50_35_82_41,Inlet drainage systems
Ss_50_35_82_59,Outlet drainage systems
Ss_50_35_82_73,Road drainage systems
Ss_50_40,Solid waste collection and distribution systems
Ss_50_40_95,Waste collection systems
Ss_50_40_95_65,Pneumatic waste collection systems
Ss_50_50,"Gas waste storage, treatment and disposal systems"
Ss_50_50_45,Landfill gas disposal systems
Ss_50_50_95,Waste gas treatment and disposal systems
Ss_50_60,"Non-aqueous liquid waste storage, treatment and disposal systems"
Ss_50_60_45,Landfill liquid disposal systems
Ss_50_60_90,Waste liquid fuel storage and treatment systems
Ss_50_60_95,Waste process liquid storage and treatment systems
Ss_50_70,"Drainage storage, treatment and disposal systems"
Ss_50_70_05,Below-ground drainage disposal systems
Ss_50_70_05_20,Below-ground drainage wastewater drainage field systems
Ss_50_70_05_22,Below-ground drainage foul wastewater grease separator and converter systems
Ss_50_70_05_23,Below-ground drainage septic tank systems
Ss_50_70_05_24,Below-ground drainage packaged sewage treatment systems
Ss_50_70_05_25,Below-ground drainage foul wastewater storage tank systems
Ss_50_70_05_79,Below-ground drainage concrete soakaway systems
Ss_50_70_05_80,Below-ground drainage granular fill soakaway systems
Ss_50_70_05_81,Below-ground drainage modular plastics attenuation or storage tank systems
Ss_50_70_05_82,Below-ground drainage modular plastics soakaway systems
Ss_50_70_05_83,Below-ground drainage oil and petrol separator systems
Ss_50_70_05_84,Below-ground drainage packaged silt trap systems
Ss_50_70_05_85,Below-ground drainage surface water storage tank systems
Ss_50_70_05_86,Below-ground drainage wet well systems
Ss_50_70_05_95,Below-ground drainage outfall systems
Ss_50_70_24,Drainage disposal systems
Ss_50_70_24_80,Soakaway borehole systems
Ss_50_70_60,Private drainage treatment systems
Ss_50_70_60_70,Radioactive wastewater treatment systems
Ss_50_70_83,Surface water tank systems
Ss_50_70_85,Sustainable drainage systems (SuDS)
Ss_50_70_85_00,SuDS management train systems
Ss_50_70_85_06,Below-ground surface water storage tank systems
Ss_50_70_85_08,Bioretention area systems
Ss_50_70_85_15,Conveyance swale systems
Ss_50_70_85_21,Detention basin systems
Ss_50_70_85_24,Dry swale systems
Ss_50_70_85_30,Filter strip systems
Ss_50_70_85_31,Filter drain systems
Ss_50_70_85_32,Filtration and separation systems
Ss_50_70_85_33,Geocellular attenuation tank systems
Ss_50_70_85_34,Geocellular soakaway systems
Ss_50_70_85_35,Granular fill soakaway systems
Ss_50_70_85_41,Infiltration basin systems
Ss_50_70_85_42,Infiltration trench systems
Ss_50_70_85_58,Open channel conveyance systems
Ss_50_70_85_61,Pervious pavement systems
Ss_50_70_85_64,Pond systems
Ss_50_70_85_66,Precast concrete soakaway systems
Ss_50_70_85_70,Rainwater harvesting systems
Ss_50_70_85_75,Sand filter bed systems
Ss_50_70_85_76,Sand filter bed surface systems
Ss_50_70_85_85,Swale systems
Ss_50_70_85_96,Water butt systems
Ss_50_70_85_97,Wet swale systems
Ss_50_70_85_98,Wetland systems
Ss_50_75,"Wastewater storage, treatment and disposal systems"
Ss_50_75_01,Aeration systems
Ss_50_75_01_22,Diffused aeration systems
Ss_50_75_01_44,Jet aeration systems
Ss_50_75_01_51,Mechanical aeration systems
Ss_50_75_01_90,Tray cascade aeration systems
Ss_50_75_03,Aquaculture disposal systems
Ss_50_75_03_21,Aquaculture degasser systems
Ss_50_75_03_23,Aquaculture discharge systems
Ss_50_75_03_80,Aquaculture sludge treatment systems
Ss_50_75_20,Decanting systems
Ss_50_75_20_96,Wastewater decanting systems
Ss_50_75_21,Desludging and sludge handling systems
Ss_50_75_21_75,Settlement tank gravity desludging systems
Ss_50_75_21_76,Sludge blanket settling wastewater systems
Ss_50_75_21_78,Sludge disposal systems
Ss_50_75_21_80,Sludge handling systems
Ss_50_75_21_82,Sludge treatment systems
Ss_50_75_21_96,Wastewater desludging systems
Ss_50_75_34,Grit treatment and removal systems
Ss_50_75_34_16,Cross-flow grit removal systems
Ss_50_75_34_60,Package grit treatment and removal systems
Ss_50_75_34_94,Vortex grit removal systems
Ss_50_75_41,Inlet works systems
Ss_50_75_41_15,Concrete inlet works systems
Ss_50_75_41_60,Package inlet works systems
Ss_50_75_41_66,Prefabricated inlet works systems
Ss_50_75_58,Odour control systems
Ss_50_75_58_07,Biofiltration systems
Ss_50_75_58_08,Bio-scrubber systems
Ss_50_75_58_11,Catalytic iron filter systems
Ss_50_75_58_23,Dry installation systems
Ss_50_75_58_96,Wet scrubber systems
Ss_50_75_67,Primary sewage treatment and final settlement systems
Ss_50_75_67_38,Horizontal flow tank systems
Ss_50_75_67_46,Lamella tank systems
Ss_50_75_67_70,Radial flow tank systems
Ss_50_75_75,Scum removal systems
Ss_50_75_75_96,Wastewater scum removal systems
Ss_50_75_77,Secondary sewage treatment systems
Ss_50_75_77_01,Activated sludge aeration tank systems
Ss_50_75_77_07,Biological filter tank systems
Ss_50_75_92,Wastewater chemical dosing systems
Ss_50_75_92_13,Chemical dosing systems
Ss_50_75_93,Wastewater filtration systems
Ss_50_75_93_02,Aggregate filtration systems
Ss_50_75_93_07,Biological percolating filter tiling systems
Ss_50_75_93_52,Membrane filtration systems
Ss_50_75_94,Wastewater screenings handling systems
Ss_50_75_94_16,Combined screenings capture and handling systems
Ss_50_75_94_56,Non-powered screening systems
Ss_50_75_94_64,Powered screenings capture and handling systems
Ss_50_75_95,Wastewater systems
Ss_50_75_95_67,Pumped wastewater systems
Ss_50_75_98,Wastewater tank systems
Ss_50_75_98_96,Wastewater tank flushing systems
Ss_50_80,"Solid waste storage, treatment and disposal systems"
Ss_50_80_40,Incinerator systems
Ss_50_80_80,Solid waste compacting systems
Ss_50_80_80_96,Waste compactor systems
Ss_50_80_82,Solid waste sorting systems
Ss_50_80_96,Weighbridge systems
Ss_50_80_96_00,Above-ground weighbridge systems
Ss_50_80_96_63,Pit weighbridge systems
Ss_50_95,Temporary disposal systems
Ss_55,Piped supply systems
Ss_55_05,"Gas extraction, treatment and storage systems"
Ss_55_05_30,Gas extraction systems
Ss_55_05_75,Gas storage tank systems
Ss_55_05_85,Gas treatment systems
Ss_55_05_95,Gas well systems
Ss_55_10,"Liquid fuel extraction, treatment and storage systems"
Ss_55_10_70,Liquid fuel extraction systems
Ss_55_10_75,Liquid fuel storage tank systems
Ss_55_10_85,Liquid fuel treatment systems
Ss_55_10_95,Liquid fuel well systems
Ss_55_15,"Water extraction, treatment and storage systems"
Ss_55_15_50,Pre-oxidation water treatment systems
Ss_55_15_50_10,Chlorine dioxide pre-disinfection systems
Ss_55_15_50_12,Chlorine pre-disinfection systems
Ss_55_15_50_14,Chloroamine pre-disinfection systems
Ss_55_15_50_16,Coagulation systems
